T    ,ILAGR,ITYPE,EXIST,SET  ,COORX,COORY,COORZ,
 2.42100000E+000, 3.32400000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 9.03237621E-004, 3.88332099E-003,-6.22437698E-002,
 2.42100000E+000, 3.32460000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.80773513E-003, 2.59889108E-003,-6.22437698E-002,
 2.42100000E+000, 3.35770000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.80509887E-003, 5.25997236E-003,-6.22437698E-002,
 2.42100000E+000, 3.34120000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.07180987E-003, 4.45764921E-003,-6.22437698E-002,
 2.42088413E+000, 3.35230000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 6.56731911E-003,-3.18351040E-004,-6.22437698E-002,
 2.42100000E+000, 3.32180000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.93331244E-003, 5.70630168E-004,-6.22437698E-002,
 2.42100000E+000, 3.35960000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 5.88363336E-003,-3.06153372E-003,-6.22437698E-002,
 2.42100000E+000, 3.32710000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.95460008E-003,-3.84008624E-003,-6.22437698E-002,
 2.42200000E+000, 3.35980000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-3.56573360E-003,-5.80891093E-003,-6.22437698E-002,
 2.42200000E+000, 3.32870000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-1.04943799E-003,-4.34328495E-003,-6.22437698E-002,
 2.42200000E+000, 3.32810000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.01870852E-003,-2.04350886E-003,-6.22437698E-002,
 2.42200000E+000, 3.33200000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.51457795E-003, 5.48053500E-004,-6.22437698E-002,
 2.42200000E+000, 3.33560000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.53238926E-003, 1.16212489E-003,-6.22437698E-002,
 2.42200000E+000, 3.34620000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-8.17121628E-004, 6.17300261E-003,-6.22437698E-002,
 2.42200000E+000, 3.34750000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.13584519E-004, 6.27222976E-003,-6.22437698E-002,
 2.42161398E+000, 3.32350000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.74227695E-004, 4.25402505E-003,-6.22437698E-002,
 2.42200000E+000, 3.32720000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 9.38273707E-004, 4.39769268E-003,-6.22437698E-002,
 2.42200000E+000, 3.37710000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 5.97087429E-003, 4.33300846E-003,-6.22437698E-002,
 2.42200000E+000, 3.36670000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 5.71161940E-003, 4.16061016E-003,-6.22437698E-002,
 2.42200000E+000, 3.32340000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.95921647E-004,-4.46771404E-003,-6.22437698E-002,
 2.42200000E+000, 3.35990000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.38985318E-003,-6.39363747E-003,-6.22437698E-002,
 2.42200000E+000, 3.34940000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.64133346E-003,-5.71475258E-003,-6.22437698E-002,
 2.42200000E+000, 3.36700000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 5.16998797E-003,-4.92468199E-003,-6.22437698E-002,
 2.42300000E+000, 3.35580000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.61729531E-003,-4.05094426E-003,-6.22437698E-002,
 2.42300000E+000, 3.33840000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.82145359E-003,-5.10539249E-003,-6.22437698E-002,
 2.42300000E+000, 3.33190000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.48758124E-003,-5.19883316E-003,-6.22437698E-002,
 2.42300000E+000, 3.32470000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.22124679E-003,-4.27510334E-003,-6.22437698E-002,
 2.42300000E+000, 3.31800000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-8.13202140E-004,-2.56919010E-003,-6.22437698E-002,
 2.42300000E+000, 3.31460000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.01102043E-004,-1.33888897E-003,-6.22437698E-002,
 2.42300000E+000, 3.32000000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-6.59910564E-004,-3.31445553E-004,-6.22437698E-002,
 2.42300000E+000, 3.31470000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.56065926E-003,-8.22643521E-004,-6.22437698E-002,
 2.42300000E+000, 3.31530000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.65059647E-003,-3.04611234E-004,-6.22437698E-002,
 2.42300000E+000, 3.31770000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.75564875E-003,-7.77125485E-004,-6.22437698E-002,
 2.42300000E+000, 3.32480000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.87244014E-003,-7.95423024E-004,-6.22437698E-002,
 2.42300000E+000, 3.32070000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.08194821E-003,-2.70677098E-003,-6.22437698E-002,
 2.42300000E+000, 3.36470000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.01802218E-003, 5.14236700E-003,-6.22437698E-002,
 2.42300000E+000, 3.34360000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-6.16534492E-003, 1.95663382E-003,-6.22437698E-002,
 2.42300000E+000, 3.32120000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.09957205E-003, 2.67400435E-003,-6.22437698E-002,
 2.42300000E+000, 3.33180000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.39783290E-004, 5.74480326E-003,-6.22437698E-002,
 2.42300000E+000, 3.31720000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.09110684E-004, 1.22385386E-003,-6.22437698E-002,
 2.42300000E+000, 3.31370000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.79225825E-004, 4.21887297E-004,-6.22437698E-002,
 2.42300000E+000, 3.33720000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.90238360E-003, 2.96217931E-003,-6.22437698E-002,
 2.42300000E+000, 3.34820000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 6.18415079E-003, 1.19583188E-003,-6.22437698E-002,
 2.42251165E+000, 3.34470000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 6.25959509E-003,-5.01321230E-004,-6.22437698E-002,
 2.42300000E+000, 3.31990000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 7.25341307E-004,-1.15693879E-003,-6.22437698E-002,
 2.42300000E+000, 3.31880000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.74611594E-003,-1.30850149E-003,-6.22437698E-002,
 2.42300000E+000, 3.31710000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 6.91798152E-004,-2.47753698E-003,-6.22437698E-002,
 2.42400000E+000, 3.31510000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-7.50146396E-005,-3.56021875E-003,-6.22437698E-002,
 2.42400000E+000, 3.31180000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-3.59426075E-003, 8.86522427E-004,-6.22437698E-002,
 2.42400000E+000, 3.35070000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-6.09061856E-003, 3.44211145E-003,-6.22437698E-002,
 2.42400000E+000, 3.33750000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.46185690E-003, 3.73621161E-003,-6.22437698E-002,
 2.42400000E+000, 3.35720000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.16687156E-003, 6.62842784E-003,-6.22437698E-002,
 2.42400000E+000, 3.31540000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.48092499E-003, 2.00785462E-003,-6.22437698E-002,
 2.42400000E+000, 3.31920000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.29782675E-003, 2.81683439E-004,-6.22437698E-002,
 2.42400000E+000, 3.31300000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.46536456E-003, 1.66209832E-004,-6.22437698E-002,
 2.42400000E+000, 3.31980000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.27303931E-003, 1.99813212E-003,-6.22437698E-002,
 2.42400000E+000, 3.31230000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 9.90160987E-005, 2.16201311E-003,-6.22437698E-002,
 2.42400000E+000, 3.31820000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.29493628E-003, 2.96081824E-003,-6.22437698E-002,
 2.42400000E+000, 3.31280000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 6.60598080E-004, 2.48053363E-003,-6.22437698E-002,
 2.42400000E+000, 3.34290000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.15108616E-003, 5.67369640E-003,-6.22437698E-002,
 2.42400000E+000, 3.32020000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.59803084E-003, 1.81958479E-003,-6.22437698E-002,
 2.42400000E+000, 3.35640000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 5.51252229E-003, 4.19475149E-003,-6.22437698E-002,
 2.42400000E+000, 3.32610000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.00791450E-003, 2.70115042E-003,-6.22437698E-002,
 2.42400000E+000, 3.32700000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.76403733E-003, 1.49606213E-003,-6.22437698E-002,
 2.42400000E+000, 3.35690000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 6.81082540E-003,-1.43015655E-003,-6.22437698E-002,
 2.42400000E+000, 3.36390000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 6.39349922E-003,-3.60572454E-003,-6.22437698E-002,
 2.42400000E+000, 3.32010000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.26428955E-003,-2.86968158E-003,-6.22437698E-002,
 2.42400000E+000, 3.31090000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.33327726E-003,-1.21983291E-003,-6.22437698E-002,
 2.42400000E+000, 3.32590000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.77294271E-003,-4.30748581E-003,-6.22437698E-002,
 2.42400000E+000, 3.31400000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.14676338E-003,-2.62340667E-003,-6.22437698E-002,
 2.42400000E+000, 3.31310000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.77415598E-003,-2.01129235E-003,-6.22437698E-002,
 2.42400000E+000, 3.35020000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.34358770E-003,-6.10798948E-003,-6.22437698E-002,
 2.42500000E+000, 3.33390000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.27209543E-003,-4.32236908E-003,-6.22437698E-002,
 2.42500000E+000, 3.32760000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-1.07819641E-003,-5.34568885E-003,-6.22437698E-002,
 2.42500000E+000, 3.31520000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-3.45946897E-005,-3.96018399E-003,-6.22437698E-002,
 2.42500000E+000, 3.33130000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.08659999E-003,-5.74433123E-003,-6.22437698E-002,
 2.42500000E+000, 3.32960000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.23294567E-003,-1.09972395E-003,-6.22437698E-002,
 2.42500000E+000, 3.34990000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.79830119E-003,-3.36503595E-003,-6.22437698E-002,
 2.42500000E+000, 3.32740000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.56615619E-003,-2.79233637E-003,-6.22437698E-002,
 2.42500000E+000, 3.31270000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.12230505E-003, 6.25031666E-004,-6.22437698E-002,
 2.42500000E+000, 3.34670000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.96805505E-003, 2.95588204E-003,-6.22437698E-002,
 2.42500000E+000, 3.32430000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.98397823E-003, 2.02775276E-003,-6.22437698E-002,
 2.42500000E+000, 3.34550000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.18049394E-003, 5.10054463E-003,-6.22437698E-002,
 2.42500000E+000, 3.31480000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-9.08024950E-004, 3.59493319E-003,-6.22437698E-002,
 2.42500000E+000, 3.31680000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-3.43093915E-003, 2.08357127E-003,-6.22437698E-002,
 2.42500000E+000, 3.31060000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.87795072E-003, 1.74446626E-003,-6.22437698E-002,
 2.42500000E+000, 3.31160000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.85414300E-004, 3.86944916E-003,-6.22437698E-002,
 2.42500000E+000, 3.31960000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.67268189E-003, 3.18959201E-003,-6.22437698E-002,
 2.42500000E+000, 3.31730000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.48173809E-004, 3.44387576E-003,-6.22437698E-002,
 2.42500000E+000, 3.31020000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.22831551E-003, 2.88553422E-003,-6.22437698E-002,
 2.42500000E+000, 3.31490000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-7.31358309E-005, 3.78632953E-003,-6.22437698E-002,
 2.42500000E+000, 3.31810000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.06792200E-003, 3.64483064E-003,-6.22437698E-002,
 2.42500000E+000, 3.33870000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.54103254E-003, 3.70724983E-003,-6.22437698E-002,
 2.42500000E+000, 3.32560000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.40278611E-003, 2.90578571E-003,-6.22437698E-002,
 2.42500000E+000, 3.35350000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 7.03646166E-003, 1.29316600E-004,-6.22437698E-002,
 2.42500000E+000, 3.35560000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 6.96580560E-003,-8.98413563E-004,-6.22437698E-002,
 2.42500000E+000, 3.35090000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 6.37423570E-003,-2.98693598E-003,-6.22437698E-002,
 2.42488413E+000, 3.31740000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.05398209E-003,-2.04079360E-003,-6.22437698E-002,
 2.42500000E+000, 3.33880000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.65608117E-003,-4.88422362E-003,-6.22437698E-002,
 2.42500000E+000, 3.31750000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.91035094E-003,-2.38206375E-003,-6.22437698E-002,
 2.42500000E+000, 3.31010000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.02098595E-004,-4.16833035E-003,-6.22437698E-002,
 2.42600000E+000, 3.32920000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.56652633E-003,-5.06574461E-003,-6.22437698E-002,
 2.42600000E+000, 3.32600000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-3.56441337E-003,-4.23341574E-003,-6.22437698E-002,
 2.42600000E+000, 3.31700000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-3.15439493E-003,-3.08073263E-003,-6.22437698E-002,
 2.42600000E+000, 3.33410000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-6.04745237E-003,-1.77430720E-003,-6.22437698E-002,
 2.42600000E+000, 3.35310000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-6.30154893E-003,-3.42514047E-003,-6.22437698E-002,
 2.42600000E+000, 3.31640000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.48913834E-003,-2.32210677E-004,-6.22437698E-002,
 2.42600000E+000, 3.33310000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.64216445E-003,-2.82305035E-003,-6.22437698E-002,
 2.42600000E+000, 3.32380000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.81791519E-003, 2.79302100E-003,-6.22437698E-002,
 2.42600000E+000, 3.32550000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.04195865E-003, 3.66474744E-003,-6.22437698E-002,
 2.42600000E+000, 3.32930000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-3.57716000E-003, 4.14125948E-003,-6.22437698E-002,
 2.42600000E+000, 3.31450000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.84609216E-004, 4.06714098E-003,-6.22437698E-002,
 2.42600000E+000, 3.31850000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.14510983E-003, 4.27779982E-003,-6.22437698E-002,
 2.42600000E+000, 3.31840000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.31020190E-003, 2.79385373E-003,-6.22437698E-002,
 2.42600000E+000, 3.31340000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.57211831E-003,-2.08976222E-003,-6.22437698E-002,
 2.42600000E+000, 3.31410000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.88348102E-004,-4.57397277E-003,-6.22437698E-002,
 2.42600000E+000, 3.33570000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.59074120E-003,-5.60745005E-003,-6.22437698E-002,
 2.42700000E+000, 3.34570000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-3.65046804E-003,-5.84544891E-003,-6.22437698E-002,
 2.42700000E+000, 3.32100000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.74076918E-003,-5.18037011E-003,-6.22437698E-002,
 2.42700000E+000, 3.31420000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.53776276E-003,-3.96579990E-003,-6.22437698E-002,
 2.42700000E+000, 3.30410000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-1.63928907E-003,-1.16451875E-003,-6.22437698E-002,
 2.42700000E+000, 3.30010000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.68786311E-004,-7.45079532E-004,-6.22437698E-002,
 2.42700000E+000, 3.30990000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-7.07438925E-004,-1.20582728E-003,-6.22437698E-002,
 2.42700000E+000, 3.30280000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.51501142E-004,-1.88367833E-003,-6.22437698E-002,
 2.42700000E+000, 3.30940000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.81134732E-004,-7.26478623E-004,-6.22437698E-002,
 2.42700000E+000, 3.31080000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.10648848E-003,-2.29824523E-003,-6.22437698E-002,
 2.42700000E+000, 3.32170000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.09862148E-003,-2.77752066E-003,-6.22437698E-002,
 2.42700000E+000, 3.33000000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.39587804E-003,-1.82398020E-003,-6.22437698E-002,
 2.42700000E+000, 3.33520000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-6.30539186E-003, 9.71818141E-004,-6.22437698E-002,
 2.42700000E+000, 3.35600000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.22710586E-003, 5.00629935E-003,-6.22437698E-002,
 2.42700000E+000, 3.32860000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.60519019E-003, 3.44776555E-003,-6.22437698E-002,
 2.42700000E+000, 3.32390000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.14365247E-003, 2.67010757E-003,-6.22437698E-002,
 2.42700000E+000, 3.32140000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-1.13061562E-003, 5.52404344E-003,-6.22437698E-002,
 2.42700000E+000, 3.30020000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.97877013E-004, 1.17167046E-004,-6.22437698E-002,
 2.42700000E+000, 3.31050000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 9.66306900E-004, 4.34615605E-003,-6.22437698E-002,
 2.42700000E+000, 3.32190000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.53112202E-003, 4.49238785E-003,-6.22437698E-002,
 2.42700000E+000, 3.35520000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 3.91704249E-003, 5.94419833E-003,-6.22437698E-002,
 2.42700000E+000, 3.31070000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.25075167E-003, 1.33580939E-003,-6.22437698E-002,
 2.42700000E+000, 3.31830000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.25944425E-003,-1.68899088E-003,-6.22437698E-002,
 2.42700000E+000, 3.31390000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.16371428E-003,-4.58440729E-003,-6.22437698E-002,
 2.42700000E+000, 3.31600000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.36826690E-005,-4.73274708E-003,-6.22437698E-002,
 2.42700000E+000, 3.32450000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 5.00401024E-003,-2.71709001E-003,-6.22437698E-002,
 2.42700000E+000, 3.34680000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.20146644E-003,-5.36960050E-003,-6.22437698E-002,
 2.42700000E+000, 3.33100000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.74359636E-003,-4.13838004E-003,-6.22437698E-002,
 2.42800000E+000, 3.32770000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-1.91614806E-004,-5.94970919E-003,-6.22437698E-002,
 2.42800000E+000, 3.33770000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-3.22970271E-003,-5.68480612E-003,-6.22437698E-002,
 2.42800000E+000, 3.30040000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.79431007E-003,-2.13020937E-003,-6.22437698E-002,
 2.42800000E+000, 3.30980000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-1.33546308E-003,-2.24241961E-003,-6.22437698E-002,
 2.42800000E+000, 3.30730000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.33270456E-003,-1.02510683E-003,-6.22437698E-002,
 2.42800000E+000, 3.32670000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.99799748E-003, 6.56955407E-004,-6.22437698E-002,
 2.42800000E+000, 3.33470000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-6.57061593E-003,-1.54140930E-004,-6.22437698E-002,
 2.42800000E+000, 3.33740000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.82369213E-003, 2.95889035E-003,-6.22437698E-002,
 2.42800000E+000, 3.33220000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.69653824E-003, 3.21630666E-003,-6.22437698E-002,
 2.42752087E+000, 3.34480000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-4.83374110E-003, 4.98974775E-003,-6.22437698E-002,
 2.42800000E+000, 3.30090000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-7.67700204E-004, 1.24580760E-003,-6.22437698E-002,
 2.42800000E+000, 3.30310000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-5.46503694E-004, 1.71516125E-003,-6.22437698E-002,
 2.42800000E+000, 3.34840000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001,-2.47829477E-003, 6.56399376E-003,-6.22437698E-002,
 2.42800000E+000, 3.30660000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 8.89494581E-004, 1.36680136E-003,-6.22437698E-002,
 2.42800000E+000, 3.30950000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.28048123E-003, 9.84251850E-004,-6.22437698E-002,
 2.42773678E+000, 3.30800000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.28841485E-003, 9.80754617E-004,-6.22437698E-002,
 2.42800000E+000, 3.30170000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.79340261E-003, 5.62739252E-004,-6.22437698E-002,
 2.42800000E+000, 3.30880000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.49568582E-003,-9.56938274E-005,-6.22437698E-002,
 2.42800000E+000, 3.30520000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.99324230E-003, 2.73536333E-004,-6.22437698E-002,
 2.42800000E+000, 3.31550000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.08196768E-003, 4.36749526E-003,-6.22437698E-002,
 2.42800000E+000, 3.35540000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 5.83158195E-003, 4.27501052E-003,-6.22437698E-002,
 2.42800000E+000, 3.32630000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 5.10891470E-003, 2.72501982E-003,-6.22437698E-002,
 2.42800000E+000, 3.35790000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 7.12525981E-003, 1.42272130E-003,-6.22437698E-002,
 2.42800000E+000, 3.34860000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.19995560E-003, 6.51552232E-003,-6.22437698E-002,
 2.42800000E+000, 3.33630000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 6.35509966E-003,-1.41367704E-003,-6.22437698E-002,
 2.42800000E+000, 3.31930000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 4.08057081E-003,-2.72116351E-003,-6.22437698E-002,
 2.42800000E+000, 3.30830000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 2.00534919E-003,-4.97188148E-005,-6.22437698E-002,
 2.42800000E+000, 3.30570000E+004, 1.00000000E+000,-4.00000000E+000, 1.10000000E+001, 1.65300217E-003,-1.91369986E-003,-6.22437698E-002,
